523,226,146,228,120
500,225,145,229,126
487,222,147,227,131
469,223,155,234,142
456,225,151,231,133
441,233,149,231,123
423,245,157,238,133
424,256,163,241,142
445,268,169,248,156
493,248,145,231,122
523,249,154,236,130
537,261,165,247,137
519,275,192,255,166
487,276,174,253,162
468,296,177,252,167
473,311,188,254,191
502,316,185,255,182
521,314,179,250,172
548,305,203,255,182
554,284,158,245,126
575,228,152,233,128
596,216,149,232,128
613,216,150,235,131
637,222,149,230,127
655,231,159,239,144
683,235,167,245,144
683,255,172,251,162
686,279,182,255,165
652,291,184,255,177
617,258,164,243,151
600,246,156,238,132
