679,922,154,225,155
671,921,159,227,176
667,919,155,225,172
659,919,167,234,201
650,916,158,227,181
566,914,150,221,152
561,915,153,223,159
558,918,176,244,205
550,917,160,223,174
547,919,171,240,192
542,921,174,243,195
533,923,170,242,178
525,923,169,246,169
668,927,162,231,186
675,927,161,232,172
664,925,166,234,197
654,921,170,235,211
660,926,169,236,205
654,913,134,207,134
668,912,137,208,130
682,920,150,222,144
584,905,140,205,122
538,915,141,214,134
530,915,141,215,128
516,918,150,226,128
504,921,149,230,122
497,921,150,228,119
492,921,149,223,127
513,927,161,241,146
503,927,153,237,125
520,923,164,242,152
