724,424,149,239,167
716,423,164,251,181
708,429,156,244,174
701,440,153,245,182
703,444,153,245,182
712,447,144,239,174
730,439,155,246,185
738,440,155,245,184
746,448,149,242,182
746,457,142,237,172
749,459,135,230,165
763,455,150,243,188
763,448,155,248,196
756,440,151,241,180
755,427,151,242,164
768,432,130,217,136
775,439,149,241,190
778,448,157,249,200
786,451,141,229,181
796,448,136,225,173
806,448,117,200,156
820,444,113,194,152
824,442,110,196,147
822,432,120,208,152
814,422,145,234,166
805,420,144,235,165
795,417,152,240,170
786,417,145,233,160
790,429,137,230,173
799,431,135,224,166
789,435,143,234,175
