853,370,142,207,183
830,382,145,217,195
792,379,165,237,217
750,387,154,233,196
732,377,158,240,194
733,366,149,232,190
755,364,162,241,208
782,364,147,220,195
807,358,150,220,196
812,354,145,216,193
781,354,150,226,200
739,290,135,206,176
727,290,140,211,179
705,284,134,207,180
663,274,126,202,156
627,285,139,217,156
626,295,155,233,173
680,301,142,219,183
715,301,133,208,167
731,307,133,208,169
730,317,139,217,169
735,340,161,239,187
766,338,144,222,183
792,334,144,219,186
836,365,142,212,188
823,371,151,221,197
815,384,158,229,210
847,351,124,193,162
810,326,138,213,172
681,309,132,214,165
764,304,131,207,168
