162,375,167,236,139
158,375,154,221,129
154,375,152,222,131
147,379,149,221,135
144,382,155,225,155
141,386,160,230,167
134,388,156,226,164
131,388,153,223,160
121,384,149,219,145
118,381,143,214,134
111,376,142,211,131
109,372,135,207,123
101,366,164,240,177
97,361,169,240,184
89,358,177,248,196
84,354,183,253,205
84,350,185,250,207
89,346,187,254,213
101,346,189,254,211
109,342,188,255,201
116,342,187,255,195
121,342,187,255,196
128,343,185,255,186
133,345,191,255,183
136,347,194,255,183
141,350,199,255,180
146,355,199,254,171
148,358,178,240,154
145,361,161,226,139
131,362,145,215,126
122,372,142,214,128
