1025,339,172,245,139
1016,337,172,244,145
1000,333,161,236,135
988,328,156,233,131
981,324,153,230,126
969,319,149,226,122
962,311,143,218,117
962,300,139,217,116
966,295,142,216,121
983,286,141,215,126
999,281,139,215,127
1016,271,130,201,125
1024,271,134,207,134
1041,265,131,205,130
1065,265,135,208,137
1090,261,124,194,125
1105,262,121,189,130
1121,259,128,193,135
1136,269,128,197,138
1178,279,112,181,118
1169,287,120,193,124
1160,293,116,190,115
1149,309,131,205,117
1139,310,126,202,112
1126,310,123,202,111
1112,314,126,205,113
1085,322,143,221,120
1066,323,136,214,115
1050,322,137,217,118
1147,323,160,235,144
1160,331,133,209,121
