857,563,185,255,183
849,563,187,254,201
837,562,179,253,176
827,557,169,248,168
825,551,172,251,170
824,540,174,252,178
827,536,176,253,188
839,532,175,254,188
850,532,175,255,192
859,534,176,254,192
870,539,185,255,201
881,542,189,255,209
895,545,193,254,203
908,547,198,255,214
919,547,195,255,214
931,543,185,255,200
941,546,178,254,186
949,550,147,228,125
945,556,169,245,157
937,562,185,254,190
930,565,193,255,204
922,568,195,255,203
910,569,192,255,200
900,567,186,255,192
889,559,184,255,187
874,553,189,254,198
860,549,180,254,180
849,548,184,255,193
908,556,197,255,215
843,553,180,255,186
838,545,177,255,180
