657,555,133,210,166
633,549,136,214,151
610,552,133,213,150
600,582,124,199,143
645,584,128,209,151
660,589,131,209,151
671,606,128,202,151
720,601,117,189,141
725,621,121,188,144
764,596,120,187,152
735,566,128,200,161
696,553,147,222,179
709,533,141,217,153
741,530,138,210,170
765,514,144,216,179
792,519,139,210,175
815,492,143,213,177
786,483,141,217,171
753,484,150,224,187
751,457,155,227,190
733,460,156,227,190
705,460,168,237,203
665,468,163,235,196
667,488,128,204,132
703,494,147,221,186
681,508,165,237,213
646,513,113,187,111
617,526,125,206,127
666,518,112,189,109
686,535,142,218,171
684,560,130,208,160
