515,579,145,217,135
502,578,152,222,136
486,578,149,217,132
463,575,145,218,130
447,575,156,225,141
430,582,158,225,148
414,593,149,217,142
410,611,150,217,140
417,618,144,212,135
446,616,147,215,140
455,605,153,223,151
463,600,151,218,147
478,594,154,224,152
491,593,153,220,149
515,593,149,220,140
532,593,149,218,137
547,593,139,211,129
556,602,144,216,142
555,615,140,209,144
537,616,139,208,145
522,618,146,215,151
501,619,144,211,144
488,617,141,210,143
468,628,140,205,135
481,634,140,207,138
505,634,138,204,140
519,634,144,213,150
534,633,153,220,157
549,633,138,204,141
561,623,143,209,145
565,610,147,217,144
