405,512,121,195,142
403,503,127,198,148
391,500,119,191,141
375,497,122,195,150
364,499,121,196,153
350,499,111,186,143
340,494,116,189,145
332,486,109,189,128
323,486,109,190,129
306,486,111,193,126
298,484,111,189,129
285,482,111,186,127
271,481,119,197,137
263,479,131,213,151
265,471,124,202,145
274,472,120,193,140
311,461,110,189,139
316,457,111,190,133
313,452,112,189,133
309,450,112,186,132
310,481,108,189,123
318,493,104,186,122
330,497,111,188,132
377,507,120,195,157
293,491,114,191,135
286,477,110,185,128
369,486,110,180,126
393,506,121,194,148
372,513,131,207,161
383,516,125,204,153
400,513,123,197,147
