861,493,136,231,121
856,489,139,232,126
846,486,136,232,134
834,481,139,233,139
821,481,142,234,147
813,484,137,232,136
805,491,146,237,134
791,491,169,254,169
778,488,149,241,158
768,484,146,238,163
755,484,152,242,168
736,489,154,247,166
739,497,156,245,161
747,500,150,242,157
754,502,158,247,165
762,499,165,254,172
771,497,146,240,146
787,499,159,250,157
810,500,146,237,118
822,501,134,232,111
827,501,136,231,110
837,498,136,233,118
849,500,138,235,119
857,504,136,229,115
855,507,137,230,116
849,509,138,231,116
839,509,139,230,111
830,509,135,226,105
821,508,139,231,106
782,507,165,254,157
753,514,180,255,212
