186,598,120,195,156
171,595,117,185,153
170,587,117,189,151
164,578,118,193,154
158,571,125,199,166
169,559,124,202,152
182,559,114,198,136
197,549,128,210,142
207,549,127,212,145
222,549,137,226,165
234,549,147,233,172
237,558,144,229,172
225,560,135,222,171
204,562,125,210,145
194,565,119,201,139
190,574,120,203,151
192,589,123,200,156
209,591,129,211,163
214,596,132,214,168
223,603,132,216,156
233,610,113,199,135
245,613,112,196,137
251,612,105,193,130
259,606,108,198,127
272,605,110,197,129
290,605,107,196,124
296,605,110,202,130
299,603,108,198,126
304,599,110,200,128
310,597,112,199,127
315,596,115,200,132
