711,465,166,232,174
700,462,174,242,181
682,468,178,245,205
669,470,174,245,204
650,477,167,235,194
644,481,165,233,192
633,489,160,227,185
631,501,164,230,192
637,508,158,226,185
647,519,156,225,171
670,521,145,210,156
678,508,147,216,161
672,492,156,224,182
691,487,151,222,166
706,488,156,226,174
701,503,144,216,166
703,510,142,212,160
729,512,148,217,160
735,499,160,230,176
754,496,172,236,201
754,510,156,226,171
754,523,148,217,162
777,540,149,213,161
785,526,150,218,161
806,515,158,223,167
818,515,160,220,165
817,497,170,233,188
799,481,176,241,200
778,485,181,243,206
763,465,176,242,191
654,501,154,222,171
