1239,132,143,216,197
1244,138,139,211,197
1260,139,138,208,198
1265,136,138,210,198
1256,132,136,209,193
1273,131,130,202,190
1281,129,142,216,197
1284,120,128,202,187
1293,119,133,203,192
1293,113,132,202,190
1287,110,124,196,174
1284,108,126,196,173
1278,107,119,189,163
1274,103,142,215,171
1274,98,146,206,168
1271,96,140,203,182
1266,93,151,215,199
1256,91,144,210,193
1252,91,148,211,194
1248,92,148,215,200
1239,96,146,216,200
1227,100,151,217,193
1225,102,164,238,213
1218,104,161,234,215
1206,106,154,224,213
1199,108,160,232,220
1185,112,166,234,223
1177,115,160,231,215
1193,122,162,239,219
1207,120,159,239,214
1207,116,157,236,215
