1060,342,136,177,106
1055,341,214,254,159
1053,338,197,242,143
1049,337,208,253,159
1046,333,211,255,175
1049,331,220,255,185
1053,330,228,254,201
1060,332,224,254,194
1063,333,214,253,171
1066,333,209,254,166
1066,331,206,252,166
1066,327,207,254,164
1061,327,218,255,180
1057,325,214,255,175
1061,324,211,254,170
1061,323,0,0,255
1061,320,199,247,155
1058,318,198,246,160
1054,317,199,249,164
1051,317,195,245,160
1049,319,200,247,166
1048,322,201,252,167
1044,328,196,245,162
1046,333,0,0,255
1055,324,213,254,174
1069,324,193,245,148
1055,321,209,255,170
1052,325,212,255,176
1056,330,228,255,200
1057,336,239,255,218
1061,337,201,252,147
