815,552,178,249,189
802,564,176,246,192
781,573,169,245,192
761,578,167,242,186
734,583,160,238,180
710,584,170,244,191
683,584,179,248,185
672,598,187,252,212
659,607,181,249,210
635,621,173,245,197
614,621,170,243,189
587,626,166,240,187
568,620,172,246,195
555,596,177,249,201
569,571,182,251,207
593,581,179,251,203
596,597,162,238,173
624,596,162,238,164
614,556,185,254,217
589,549,185,254,209
606,531,175,240,185
646,545,181,251,217
665,572,158,234,164
647,583,156,233,161
697,574,168,242,165
702,543,158,236,150
698,529,149,230,135
725,524,158,235,153
729,549,162,241,153
741,561,154,235,158
757,548,156,236,149
