728,372,136,229,152
716,373,153,245,177
709,372,150,242,164
699,367,144,237,152
693,363,147,239,156
691,353,148,241,160
690,346,144,241,164
693,330,144,237,166
700,328,138,233,170
719,323,132,219,166
728,322,129,216,163
737,324,129,218,164
747,330,132,219,168
755,334,133,221,170
766,339,140,231,165
778,346,129,222,151
796,353,122,204,155
809,356,115,197,149
816,365,104,180,141
816,368,104,179,139
805,371,113,189,151
790,375,117,195,155
781,376,120,201,160
774,375,111,199,153
764,371,126,220,160
770,363,138,231,182
747,357,145,239,166
738,351,147,243,179
721,344,152,248,185
701,346,150,246,175
715,354,150,246,182
