480,462,158,250,209
469,467,156,247,206
460,478,148,239,200
460,486,144,234,197
464,496,146,235,201
476,504,138,228,193
488,508,135,224,194
499,509,143,232,202
508,506,138,230,199
519,502,141,232,201
540,502,138,228,200
548,499,143,233,195
557,499,141,227,190
573,499,129,213,180
581,501,129,215,181
595,493,139,224,193
605,490,139,224,195
621,488,136,221,194
624,484,140,220,195
630,470,137,222,189
626,467,138,224,189
601,449,152,243,187
593,449,147,235,184
566,446,150,240,188
532,449,125,198,127
504,452,120,212,135
491,461,160,251,212
508,475,160,252,207
521,475,119,212,151
544,471,145,231,176
575,470,139,223,171
