893,564,178,255,172
876,565,177,231,119
872,565,192,254,150
863,562,190,255,204
852,558,182,255,191
842,555,176,253,174
837,553,177,254,173
836,546,179,255,178
839,541,178,255,185
845,539,181,255,191
851,539,181,255,197
864,542,185,255,194
874,542,188,254,206
882,542,189,255,209
891,544,189,254,196
898,545,195,254,208
921,550,194,255,211
924,550,191,254,207
934,546,184,254,200
946,546,150,227,136
947,550,151,232,138
947,554,156,235,144
939,559,186,255,194
928,563,196,254,204
921,563,197,255,207
909,568,191,255,198
834,561,173,254,176
829,555,167,249,165
830,544,176,255,174
833,536,176,255,187
847,534,177,255,193
