36,390,130,191,130
28,389,138,200,149
23,383,149,220,162
19,378,150,219,163
15,375,158,229,159
8,372,152,217,152
4,366,143,202,145
4,358,137,201,141
11,356,141,202,143
16,355,143,207,146
18,354,146,205,147
24,353,145,206,149
31,353,143,204,147
39,353,142,203,142
43,353,143,204,135
44,357,152,216,132
45,360,151,217,126
46,366,155,226,148
50,370,162,231,178
56,372,173,241,202
60,375,159,232,189
60,378,145,214,167
54,381,145,216,160
47,381,146,217,161
38,382,142,211,156
30,381,147,219,163
28,374,149,219,165
24,371,169,240,172
17,365,153,211,153
19,361,149,210,153
27,361,147,211,150
