102,357,186,249,212
99,357,188,251,208
88,354,176,237,180
84,352,165,229,168
78,349,177,238,178
73,348,190,250,187
70,345,176,243,173
66,344,181,251,181
61,342,177,247,174
59,339,171,243,169
55,331,182,247,190
63,327,181,249,197
67,325,177,245,194
75,322,171,241,187
79,322,169,239,185
85,325,158,228,165
90,329,150,225,156
95,337,156,228,162
96,340,153,216,161
102,342,158,223,169
110,346,165,232,179
112,347,168,232,180
109,350,170,236,188
97,350,174,239,184
90,347,157,221,161
86,344,154,217,160
77,339,153,230,150
70,338,154,231,151
75,334,153,232,149
82,332,154,229,160
116,358,170,237,196
