544,311,155,226,156
559,307,150,224,149
572,307,140,212,136
587,314,140,215,133
603,318,151,229,145
622,321,161,233,135
628,321,156,232,134
636,321,141,220,125
653,319,138,215,132
662,316,139,216,134
671,314,143,221,137
699,312,138,211,124
712,315,132,208,118
712,328,135,210,117
703,330,135,208,118
674,331,134,210,120
653,335,140,219,128
644,341,145,224,133
645,352,141,215,126
659,354,131,205,120
667,351,130,203,122
687,347,128,202,117
697,347,131,205,118
724,345,132,204,121
696,352,134,203,122
675,364,120,186,115
662,364,128,194,120
601,329,140,218,132
584,328,137,214,132
573,321,141,217,136
526,317,155,230,165
