658,416,150,209,128
674,412,142,206,132
687,411,153,218,149
703,415,152,214,151
714,416,153,215,152
725,417,137,203,141
732,429,132,197,136
739,432,140,201,141
745,436,138,200,137
748,449,125,185,124
748,460,120,180,118
741,463,121,180,124
730,466,120,178,127
711,465,121,179,129
698,463,125,183,142
681,463,131,191,153
669,452,135,195,140
674,450,135,195,144
695,453,133,192,144
715,453,126,188,137
717,442,135,194,136
708,438,135,199,137
688,437,141,203,136
677,438,134,199,138
664,431,141,201,129
661,429,141,202,129
672,424,149,211,138
689,424,139,201,136
704,429,138,200,137
715,429,133,199,138
729,441,130,191,130
