462,61,155,220,156
464,72,148,210,151
459,79,139,199,145
450,82,139,202,145
430,83,150,211,154
399,73,158,219,160
380,64,160,220,158
351,62,181,243,194
327,76,171,229,188
305,91,156,212,175
298,88,174,232,194
279,64,170,232,183
277,46,164,229,171
290,37,179,244,183
320,32,192,253,194
328,44,184,247,187
365,51,177,243,171
396,51,157,217,155
436,43,160,221,154
446,44,161,222,155
435,60,154,220,153
442,64,150,212,147
430,70,153,215,148
412,84,153,214,162
422,101,146,201,162
400,99,153,210,169
369,86,152,211,155
339,84,159,220,178
446,89,136,194,146
454,99,137,187,150
438,100,145,200,160
