828,563,161,232,142
834,560,140,213,123
842,559,145,224,135
852,558,139,219,130
860,558,138,218,129
869,561,134,218,132
875,563,135,221,134
882,564,129,218,129
885,564,128,216,129
890,566,130,218,132
901,570,137,224,143
903,579,141,229,154
903,584,148,232,172
901,588,157,241,183
894,591,151,237,176
883,594,150,232,170
874,594,144,231,162
868,595,143,232,152
859,591,151,236,155
855,585,146,229,148
846,576,154,234,149
846,572,142,223,144
858,567,142,222,139
871,569,142,224,142
885,576,147,234,155
880,587,144,232,159
863,580,146,231,150
807,576,156,238,161
792,576,171,255,196
793,601,161,242,184
829,598,183,254,216
