605,926,151,234,178
627,908,136,215,184
643,901,126,204,180
663,900,130,205,181
677,900,128,201,181
690,905,133,208,187
702,905,127,202,179
713,909,120,198,172
724,916,126,207,175
732,927,124,206,160
740,930,116,194,154
750,938,98,171,141
757,949,103,171,146
760,971,107,177,149
755,971,107,178,148
740,972,106,180,147
694,976,105,180,137
671,975,110,189,133
654,972,117,192,136
688,954,115,191,155
671,944,119,197,155
627,934,158,235,191
646,924,148,224,196
656,924,163,239,209
681,920,140,215,192
703,919,132,211,182
712,929,128,208,157
718,944,111,182,150
718,951,103,177,143
707,955,103,177,140
715,968,107,183,150
