743,611,139,209,139
729,604,143,215,139
698,596,143,216,137
674,591,144,216,142
640,584,135,203,120
598,582,183,254,163
566,582,205,255,225
544,582,200,254,226
515,588,197,254,221
476,604,197,255,215
441,636,193,254,220
432,658,194,252,227
453,690,175,236,210
460,703,166,226,197
478,713,166,229,202
537,714,140,205,171
615,696,149,215,177
628,699,132,199,161
652,712,118,185,142
718,699,136,200,165
735,694,152,220,181
753,672,155,224,180
746,650,147,217,163
702,625,144,216,150
646,625,150,222,146
564,614,188,254,211
516,629,182,250,211
553,672,143,211,164
615,673,156,224,173
699,670,144,215,159
638,654,159,228,175
