629,475,145,210,108
610,475,151,217,116
585,464,158,225,143
553,461,167,232,152
546,453,173,239,168
528,434,174,243,180
519,422,175,245,185
519,389,169,236,185
542,381,161,226,182
573,367,159,221,180
579,409,162,233,175
593,427,161,225,164
627,432,141,206,132
629,400,149,217,158
678,409,126,191,123
681,436,125,188,107
663,456,144,216,126
682,472,161,226,126
716,469,159,223,160
718,454,118,181,92
697,433,124,189,109
708,410,115,174,108
729,400,112,170,109
740,406,115,174,110
744,437,114,171,90
757,468,158,223,147
783,456,151,216,132
784,436,133,196,116
765,415,113,170,99
779,401,115,175,103
804,411,131,192,115
