651,510,176,249,203
628,507,164,239,180
608,508,138,216,140
584,510,123,197,108
557,517,156,233,160
523,527,171,246,190
500,544,168,242,191
481,563,165,237,187
482,580,152,224,174
483,599,145,216,176
501,611,147,218,178
523,619,150,220,184
549,621,158,227,199
580,621,151,221,193
615,612,150,219,189
638,603,155,225,191
670,596,155,223,198
704,597,149,220,190
718,596,146,215,184
753,576,153,219,192
767,570,147,211,184
761,546,159,229,193
722,531,163,234,192
687,519,175,247,202
637,532,167,239,188
545,548,137,214,144
515,564,155,232,176
520,580,155,224,177
560,601,155,225,188
578,585,146,219,176
578,541,154,228,167
