599,550,166,239,147
587,550,169,244,153
560,534,164,239,149
549,528,159,233,144
550,511,163,235,159
563,502,168,239,171
572,499,168,238,170
601,508,168,239,169
598,524,170,243,164
624,527,178,245,178
642,539,201,255,196
640,548,194,251,198
667,516,164,235,150
681,501,165,238,157
655,490,167,238,160
658,476,169,240,170
671,470,171,238,171
695,465,181,246,185
705,476,178,245,178
704,500,170,241,165
714,516,167,241,150
723,523,161,237,137
738,514,180,249,156
748,511,184,250,153
760,504,204,254,173
760,499,233,255,199
751,482,189,253,167
747,473,186,251,167
731,464,185,250,170
721,469,181,248,177
645,500,172,242,156
