392,36,170,230,176
377,44,165,227,176
367,49,165,228,175
358,53,165,225,174
344,59,165,226,172
333,61,166,226,172
324,63,164,220,170
328,59,162,223,166
339,52,166,227,170
348,47,172,232,180
363,40,164,227,178
372,36,166,226,175
380,26,172,230,179
381,22,180,238,186
358,27,196,254,203
347,33,185,243,194
344,33,190,249,201
331,33,182,246,205
327,30,185,248,209
331,24,183,246,205
343,20,183,246,203
362,14,185,247,204
370,10,183,244,200
371,5,179,242,197
359,5,183,246,203
348,7,187,248,206
341,9,187,250,207
332,11,189,250,208
322,12,190,248,207
313,14,186,249,202
312,21,187,250,205
