553,365,136,211,154
537,360,151,221,167
522,355,142,211,148
509,351,144,214,153
479,351,136,206,139
469,351,139,209,139
446,352,154,227,138
452,356,125,197,115
466,362,140,208,133
484,368,141,210,142
496,374,145,214,147
503,393,140,212,139
487,398,139,209,136
457,396,153,223,153
440,400,156,225,158
426,412,163,228,164
433,426,152,218,145
455,426,147,213,142
474,421,148,218,145
506,407,141,215,140
525,413,151,223,149
514,431,146,223,143
489,444,153,224,145
458,444,153,225,143
457,449,165,234,153
495,443,153,224,146
509,440,157,229,155
536,425,156,228,154
540,402,146,221,153
538,390,144,218,155
525,387,137,209,146
