559,493,113,122,129
535,489,132,227,177
517,489,126,221,173
498,487,132,226,174
484,480,130,227,166
472,473,130,226,163
484,456,131,228,159
496,444,131,231,161
516,437,134,236,163
532,436,141,240,172
544,436,155,251,190
560,435,154,248,195
574,432,155,249,201
597,433,167,254,219
597,388,152,209,132
601,398,138,209,119
590,397,155,221,134
624,430,152,248,200
637,432,149,247,187
660,446,144,241,172
669,446,142,239,167
672,460,139,238,173
682,469,132,229,162
674,477,139,235,172
666,485,135,231,170
643,486,132,229,178
627,491,132,228,180
613,480,134,229,177
625,456,143,241,182
645,461,142,238,175
590,358,127,219,82
