363,601,146,214,177
334,590,161,225,198
371,572,158,231,185
412,561,166,239,187
421,584,157,231,180
431,595,158,230,180
469,580,179,248,202
447,556,184,253,208
473,543,195,254,221
505,548,195,253,213
521,564,191,255,220
550,577,161,235,146
532,601,165,237,171
497,610,149,225,163
470,615,161,230,173
442,616,157,229,181
441,629,162,234,186
442,649,151,220,191
464,656,163,218,192
478,670,145,216,186
494,641,146,222,176
508,665,146,218,178
536,668,150,223,178
543,634,152,231,174
565,656,154,227,184
573,613,173,247,184
598,630,178,253,197
600,609,175,248,177
585,585,162,234,148
549,554,183,255,155
344,575,152,223,183
