599,494,164,243,198
593,496,157,236,191
577,516,131,206,148
567,520,128,199,139
549,522,127,200,144
527,518,141,218,166
488,537,122,193,131
484,538,124,196,133
469,538,127,199,135
499,549,105,174,109
512,549,100,166,104
522,541,109,174,112
516,516,133,207,154
500,508,137,210,164
475,495,145,218,180
465,488,153,229,191
483,469,158,236,197
509,464,153,233,190
539,470,151,234,192
574,471,160,243,201
575,460,170,252,212
509,446,153,235,186
482,448,163,242,185
452,438,165,241,202
403,434,157,239,191
395,434,157,239,190
370,444,163,236,202
346,442,169,241,204
340,430,163,238,199
371,422,161,239,191
366,440,161,231,194
