690,160,147,220,141
685,157,141,213,137
671,155,143,212,131
666,151,143,212,131
657,147,135,203,120
662,144,138,203,121
670,142,138,203,124
678,145,141,204,126
688,148,140,208,129
694,148,144,213,134
703,155,154,226,150
705,171,158,232,169
689,170,154,227,158
674,173,146,219,138
665,173,150,221,143
650,170,147,220,141
633,173,143,218,136
627,164,162,236,161
632,157,154,229,147
613,144,166,229,159
586,146,163,229,155
567,163,182,253,187
572,181,182,252,198
590,206,173,242,195
580,219,181,246,209
609,228,169,237,196
639,216,166,234,195
689,209,166,233,192
725,213,159,229,192
736,194,167,237,185
749,175,184,251,200
